1		1.905562
2		1.736014
3		1.422287
4		1.273899
5		1.141701
6		1.025917
7		0.924344
8		0.835124
9		0.756650
10		0.687535
11		0.626579
12		0.572742
13		0.525125
14		0.482947
15		0.445533
16		0.412295
17		0.382723
18		0.356372
19		0.332858
20		0.311843
21		0.293033
22		0.276174
23		0.261039
24		0.247434
25		0.235186
26		0.224145
27		0.214179
28		0.205170
29		0.197017
30		0.189629
31		0.182927
32		0.176838
33		0.171301
34		0.166261
35		0.161668
36		0.157477
37		0.153651
38		0.150154
39		0.146955
40		0.144026
41		0.141342
42		0.138880
43		0.136622
44		0.134547
45		0.132640
46		0.130887
47		0.129273
48		0.127787
49		0.126418
50		0.125156
51		0.123992
52		0.122917
53		0.121925
54		0.121008
55		0.120161
56		0.119377
57		0.118652
58		0.117980
59		0.117358
60		0.116782
61		0.116248
62		0.115752
63		0.115291
64		0.114864
65		0.114467
66		0.114097
67		0.113754
68		0.113434
69		0.113136
70		0.112858
71		0.112599
72		0.112357
73		0.112131
74		0.111919
75		0.111722
76		0.111537
77		0.111363
78		0.111200
79		0.111047
80		0.110903
81		0.110768
82		0.110640
83		0.110520
84		0.110407
85		0.110299
86		0.110198
87		0.110101
88		0.110010
89		0.109923
90		0.109840
91		0.109761
92		0.109686
93		0.109614
94		0.109545
95		0.109479
96		0.109416
97		0.109355
98		0.109296
99		0.109240
100		0.109185
101		0.109132
102		0.109081
103		0.109031
104		0.108983
105		0.108936
106		0.108890
107		0.108846
108		0.108802
109		0.108759
110		0.108718
111		0.108677
112		0.108637
113		0.108597
114		0.108559
115		0.108521
116		0.108483
117		0.108446
118		0.108409
119		0.108373
120		0.108338
121		0.108303
122		0.108268
123		0.108233
124		0.108199
125		0.108165
126		0.108131
127		0.108098
128		0.108065
129		0.108032
130		0.107999
131		0.107966
132		0.107934
133		0.107901
134		0.107869
135		0.107837
136		0.107805
137		0.107774
138		0.107742
139		0.107711
140		0.107679
141		0.107648
142		0.107617
143		0.107585
144		0.107554
145		0.107523
146		0.107492
147		0.107461
148		0.107431
149		0.107400
150		0.107369
151		0.107339
152		0.107308
153		0.107277
154		0.107247
155		0.107216
156		0.107186
157		0.107155
158		0.107125
159		0.107095
160		0.107064
161		0.107034
162		0.107004
163		0.106974
164		0.106943
165		0.106913
166		0.106883
167		0.106853
168		0.106823
169		0.106793
170		0.106762
171		0.106732
172		0.106702
173		0.106672
174		0.106642
175		0.106612
176		0.106582
177		0.106552
178		0.106522
179		0.106492
180		0.106463
181		0.106433
182		0.106403
183		0.106373
184		0.106343
185		0.106313
186		0.106283
187		0.106254
188		0.106224
189		0.106194
190		0.106164
191		0.106135
192		0.106105
193		0.106075
194		0.106045
195		0.106016
196		0.105986
197		0.105956
198		0.105927
199		0.105897
200		0.105867
201		0.105838
202		0.105808
203		0.105778
204		0.105749
205		0.105719
206		0.105690
207		0.105660
208		0.105631
209		0.105601
210		0.105572
211		0.105542
212		0.105513
213		0.105483
214		0.105454
215		0.105424
216		0.105395
217		0.105365
218		0.105336
219		0.105307
220		0.105277
221		0.105248
222		0.105218
223		0.105189
224		0.105160
225		0.105130
226		0.105101
227		0.105072
228		0.105042
229		0.105013
230		0.104984
231		0.104955
232		0.104925
233		0.104896
234		0.104867
235		0.104838
236		0.104808
237		0.104779
238		0.104750
239		0.104721
240		0.104692
241		0.104663
242		0.104633
243		0.104604
244		0.104575
245		0.104546
246		0.104517
247		0.104488
248		0.104459
249		0.104430
250		0.104401
